text,gender,age,sarcasm
"а ключи от квартиры с видом на кремль не подарить? иди спать, завтра в школу (и как вообще в таком возрасте пускают в инет, да в 2 ночи??? родители, ау!)",2,26,1
"Посмотрела с удовольствием его страничку в ВК. Круто, необычно и красиво очень. Точно руки, откуда надо у человека",1,38,0
":( Слишком грубо и жестоко. Не согласен. Если кому-то не нравятся посты про этот рейс, это его проблемы и его вина в том, что он такой мудак и добавил себе в друзья людей, которые способны сострадать другим",2,30,0
Прийдеш 13 август 2026 и поменяеш на новую) как раз тока гарантийный срок начнется),2,34,0
"Это любовь, понимание и уважение, сейчас редко кто про это вспоминает, люди все больше становятся эгоистами (((",2,33,0
"user, да понял я...У нас использовался пищевой спирт потому что высыхая он не оставляет разводов и масел, в отличие, скажем, технического.",2,50,0
"user, а вы хотите. чтобы жизнь текла ""как придется?"" Самотеком, так сказать? и никто не направлял ее движение? А только отвечал за случайных ход Истории Хакасии??? а, самому -то не смешно? Броуновское движение ваш идеал?",2,70,0
"На машзаводе, на березке прямо на остановке отдел изюминка, там были.",1,25,0
"user, у нас школа с садом, особенно школа, в 1000 раз хуже, чем эта тюрьма.",1,25,0
"Блэт. Спасибо, см! Испоганил мне настроение и день этой ""отличной"" новостью.",1,31,1
"у меня вообще с мужской линией все сложно, дошло до того что по маминой линии нет ни одного ветерана войны или тыловика",2,29,0
"Андрей, у Вас остались ДЕТИ!!! Трудно.... НО ВЫ СИЛЬНЫЙ ЧЕЛОВЕК!!! Пусть Юля видит сверху, как Вы их воспитываете. УДАЧИ ВАМ!!!!",1,63,0
"вы хоть понимаете сами. что кроме источника тепла в городе надо переделывать распределительную систему? или вы привыкли заплатку ставить на заплатку? вы хоть читали и см. ролики на 19 русинфо, что СГК не может даже все дырки в трубах пересчитать, ни то что залатать, потому что там сплошное решето? вы понимаете смысл слова затраты на текущий ремонт? спрошу я вас как бухгалтер бухгалтера? и куда и как они относятся?",2,72,0
"user, А вы как думали Ваньчик же учится в поте леца-корабль то большой попробуй выучить где да что находится...!!!",1,23,1
Ну вот например на столько активный что надеть памперс не возможно. А трусы натянул и вперед,1,26,0
Ну вот же эскиз на заднем плане!! Как же ты вынес этот нестерпимый дубляж?,1,31,0
"user, круто, при чем тут я? Что в моих коментах озабоченного?",2,27,0
"Только это нужно реально делать, а не думать, что хорошо бы сделать ;-) Все у нас хорошо, нашей профессии завидуют миллионы, просто нужно делать правильные телодвижения в нужное время, понимать принципы и тогда знание деталей станет не обязательным. Делай ставку на внешнюю подачу как у Борща, найди свою фишку...",0,32,0
"разрешите стоматологиям работать!! а то только на удаление зубов соглашаются по острой боли..а как быть если зуб болит, но удалять нет смысла, его просто надо вылечить..",1,51,0
"нормальная жара, всего-то +32 градуса, подумаешь жопа прилипает к сиденьям, в остальном все норм.",2,21,1
Да. Айва японская. Цветет сказочно красиво. Мне очень нравится. А моя эту мокрую зиму не пережила. Очень по ней тоскую.,1,55,0
"user, ну а эту всем закачать себе и лечиться и профилактически!!! Супер!!! Где откопали?",1,64,0
Мне бы Ак-47 не в варфейсе)))я бы за один день нашивочку набила,1,100,0
"user, я в каком-то описании читал, что это магаз, а охранник приехал на вызов (ГБР).",2,34,0
"у меня оч медленный тупой инет, но я всё посмотрела!мне очень нравится, ты лучший в мире фотограф",1,22,0
"user, так мы его и попробовали на Новый год. В этот раз",1,40,0
"Я бы еще поняла, если бы спецназ был немецким... У них там резиновые... Кхм... ""Дубинки"" в ходу. Ещё бы орали: ""Das ist sehr gut! Das ist fantastisch! Danke schon!""...Но... Несмотря на головную боль, мне было смешно.",1,29,0
"user, честно вообще не понимаю как можно осуждать революционера Ленина и восхвалять революционера Сталина.",2,27,0
"Наташа,поздравляем Олю от всей души!Вы все большие молодцы!Удачи и не останавливайтесь на достигнутом!",1,44,0
"Сауле!Огромное Вам спасибо от всего нашего выпуска!За красивый зал,шикарную фотозону,за вкусное меню.Особая благодарность ребятам официантам)Надеемся,что на следующие круглые даты придём к Вам!❤️",1,38,0
"Поздравляю с наступающим новым годом!!! Здоровья всем вам, успехов и удачи во всех ваших делах!!!",1,57,0
"Я думаю мне понадобиться помощник,если дедуля ,говорит ,что с бахчи,узнаю в него адрес,надо доехать туда,поговорить с родными и если он действительно оттуда,то документы ,наверное,надо по месту жительства восстановливать????одна туда ехать боюсь,не знаю,что за семья у него такая???кто может помочь?",1,37,0
"user, вот тоже не понимаю. Бред полный. У них было бы в разв больше покупателей",1,27,0
"user, я надеюсь он продолжит в том же духе и закончит жизнь в желтом доме. Не стоит отговаривать быдло от того чем они занимаются.",2,26,0
"Да-да, советский союз такой могучий, что аж дурно делается. А ничего, что он половину войны знатных звиздюлей получал? И фашистскую германию остановила не мощь советской армии, а ошибки немецких генералов и банальная усталость. Невозможно захватить весь мир. Как ни крути, эта затея изначально была обречена на провал. Вот и вся любовь.",2,28,1
"user, ""после знакомства с аргументами Бруэра , становится не ясно , как вообще такое идиотское утверждение могло распространится в научном сообществе"" начало хорошее, один ученый говорит, что другой и идиот",2,36,1
"Я думаю 5, т.к первые 4 и 6 не исключают именно этот ответ. А 2 (по правилу Моргана) даёт понять, что ответ 5 или 6",2,19,0
"user, из-за ливневых дождей за последние полтора месяца раза три затопило город..",2,20,0
и тебя подзиииик завтра вы раьотаете? я так хочу приехать но никак не могу,1,28,0
"это правило: проверка до и после. Техника специфическая, требует внимательность к любым мелочам. Может в полёте, что-то попало куда не нужно... может механик что-то пропустил. Любая мелочь может быть критична для машины.",2,40,0
"Крч, нам не выгодно останавливать процесс, это ударит по экономике сильнее",2,118,0
Всего лишь дека пробита) Да и струны не менял 100 лет.Инструмент один из самых дешевых),2,25,0
"user, Эппл против всех, Майкрософт против сони и прочих нам мало, теперь будет Тесла против Порше?",2,22,0
"туфта .....у нас в россии таких больниц нет, по крайней мере для россиян ...для питерцев или москвичей не в чет они другая категория людей для них то есть.. и не стоит спорить знаю по опыту.",2,36,1
"Наоборот если тебе это надо то мы не против, какая разница кого ты рекламируешь?!, главное какой контент снимаешь",2,18,0
"человеку стало очень плохо, я думал он умер на моих глазах, но всё обошлось. Ты завтра работаешь? Мне не спится. Нашел пачку феназепама просроченного, съел половину - хрень, нервяк.",2,45,0
Это для тех кто работает 3/3 Типа того Либо кто не работает Либо не понятно - для кого это вообще :)),2,22,0
Соня - большая умничка! Это её первый шажок во взрослую жизнь!!!,1,47,0
"Юльчик,теоретически возможно,но Марси не приезжает к нам в гости из-за Бастинды",1,44,0
"user, то есть ты уже отказываешься от своих слов в адрес другого человека.Очень по мужски.В тебе сейчас прям концентрированный портрет получился.",2,27,1
"Помнишь, а ведь я тебе говорила! Стоит только начать и не заметишь, как все кончится.)",1,32,0
"Дак чё непонятного то? На самом деле пока нас отвлекали парадом ,настоящие мумии засели в нью-йорском музее и решили,что пора открыть секретные файлы Стратегии Логоса",1,36,1
"Походу Гене дадут подсрачников за то что так засветился.Вообще конечно мерзко все это.Если с Васильевой и раньше было понятно,то со стороны кого-то из наших не ожидал,хотя после историй с торговлей гуманитаркой в ряде населенных пунктов не удивлен.Дождь же выдает все что хоть как-то критикует власть и спецслужбы,они на это заточены по идеологии.",2,27,0
"Для чего, чтобы потом перепрофилировать в очередной мфц, как случилось с молодежным центром?",1,62,0
"Очень ""свеженькие"" оттеночки) Люблю менять: то один цвет хочу, то другой!..",1,49,0
"user, помни, ждем тебя всегда, недавно общались вспоминали тебя, ждем когда приедешь",2,41,0
"user, Журналисты это делают, потому что это их работа) им за это платят) им платят за запудривание мозгов народу) если бы им не платили за это - уверена, они бы этим и не занимались) Хорошо, что мы с Вами об этом знаем) ибо на их провокации не поддадимся)",1,25,0
"Здравствуйте, можно размерную сетку? И есть ли в наличии розовая кофточка?",1,21,0
"Упокой, Госпрди, душу новопреставленного раба Твоего протоиерея Бориса и даруй ему Царствие Твое небесное!",1,65,0
"Это ваш первый ребёнок. Уж неужели. Одного не воспитаете? Наоборот, мысли и дела в нужном направлений пойдут. Я не могу думать даже об аборте после рождения ребёнка. И почему вы думаете что сейчас не родив когда нибудь потом вы как разбогатеете! Как заживёте!",1,27,1
"user, Чуваааак, он собрался уничтожить паразитарную цивилизацию, что бы она не мучила себя, соседствующих существ и цивилизаций, а главное планету!",2,96,0
Мой муж изобрел новые сидения для авто осталось только патент получить за изобретения,1,29,0
"Сергей, я не решился прочесть новость. Мне достаточно заголовка. Буду это лишь представлять.",2,42,0
"user, причем, характерное отличие от майдана в том, что там ни одного из этих трех пунктов, очевидно, нет.",2,24,0
"user, ну ЧерНышева еще можно в Спартак, но .|. вам , а не Черышев",2,15,0
"Кто понял, ставим лайки! Посмотрим сколько нас (Без регистрации и СМС)",2,69,0
"Да. Нищий город Первоуральск, бедная администрация. Денег хватило только на никому не нужную Шайбу, позолоченную Набережную, всему городу нужные Часы, и другие очень нужные вещи. Бедный бедный город...",2,40,1
"Дмитрий, ок, молодец. А с чего ты мне про это решил рассказать-то???",2,34,1
"ни одной мысли не удивила,про что говорят вообще не понятно!!! мало видеть надо слышать",1,29,0
"Сегодня18 мая 2021 год. Сегодня тебе дорогая т. Галя ровно год. Год, как тебя с нами нет и уже никогда не будет. Но в нашей памяти и сердце ты будешь ВСЕГДА!!! ПРОЩАЙ!!! СПИ СПОКОЙНО!!! ЦАРСТВО ТЕБЕ НЕБЕСНОЕ!!! ЛЮБИМ, ПОМНИМ, СКОРБИМ!!!",1,53,0
"И до псевдоученых и шарлатанов кровавый путен дотянулся!Доколе это можно терпеть все на улицы!""В борьбе обретем право своё"" внимать разным шарлатанам и прохвостам!)))))",2,31,1
"потому что люди вокруг все лицемеры злые. и хер знает снаружи это или внутри. страшно когда внутри. вообщем ты не загоняйся, работай, отдыхай, а разберемся в уль-ске)",1,18,0
"user, да и когда не бухаешь тоже))) все от настроя зависит",1,33,0
"user, нет не по путёвки, мы мы отдыхали сами по себе, сняли квартиру, а на экскурсии ездили оргонизованно",1,66,0
"Но, судя по картинке, ещё приобретаешь и синие сиськи, а в придачу к ним, стесняюсь написать... Отрубленные головы почему то все мужские.",2,45,0
"user, я бы с удовольствием. Проблема в том, что у меня маки и интерфейс немного отличается А снимаю и монтирую программой Camtasia",1,36,0
"user, лучше бы эти деньги, которые потратят на артистов и ""шикарный"" салют, пустили на ремонт дорог или ещё какие-то насущные нужды города....",1,39,1
"Так с 15 мая началась новая обдираловка беднейшего населения Омска, пенсионеров и школьников. Спасибо нашим властям за такой беспорядок в городе.",1,60,1
"user, ну согласитесь. Что это невероятно КРУТО, когда этот малыш бежит к Вам, крепко крепко обнимает своими маленькими ручками и говорит что любит!!)))??",2,22,0
А я люблю)))) Нордик))) я туда яблочко натираю душистое и уплетаем с дочерью только так!!!!,1,27,0
"Артем, гонишь! И сколько ты учился я то без лямок делаю?",2,16,0
"Соглашусь, что необходимо признавать заслуги помощи от депутатов, но можно разместить эту информацию где-то в соцсетях.",2,56,0
Огонь! Мы с Галей 3-го прилетаем в Сочи. Как раз думали увидеться,2,40,0
"я не могу держать в себе эти эмоции. я готова кричать на весь мир: ""АНЖЕЛА С ПК!!""",1,16,0
"Вы тут шутки шутите, а мы трудимся 24/7, чтобы презиком США остался товарищ Трамп (Козырь)",2,45,1
"Валентина, молодец все равно . Моя руку не дает никому чересчур самостоятельная в год пошла, теперь вон недогонишь",1,23,0
"user, не замерял, но я очень чувствителен к стимуляторам, так что для меня и чашка чая или тем более кофе, как синтетика воспринимается по эффекту и последствиям. К сожалению или к счастью, не знаю..",2,36,0
"Чужан лунон тэно , вежапи!!! Сиа мэ тэныд став бурсо! Кузь нэм , и семьяын мэд воли став бур",1,49,0
"нет, Тиесто не молодец, молодец он был в 07, когда сотворил Элементс оф лайф.... а теперь...продался он =((",1,22,0
"user, а вы,видимо,мастер удовлетворения и защитник нереальный)Да и кстати,на то это и шляпа,на уши ее натягивать не надо)",1,22,1
У меня уже давно этот трек есть! Даже когда к тебе на свадьбу ехали играл!!!,2,26,0
"user, вот уж оправдание ждал кого ....кого царя????поэтому припарковался именно там,где царю удобно сесть?",1,39,1
"нееаа, освежите мне память!!!и вот тока не надо, что я там самая бухая была и ни хрена вспомнить не могу(Полубятко тож не помнит)",1,17,0
"хде волосы на груди, где бицепц от махания топором, как он побрился в ту эру?",2,39,0
"Я хз чо эт, по этому даю 4 дэдли из 10 классико.",2,21,0
в Москве даже его почти нигде нет! Макдаки да кафешки! А летом хоется на улице с ноутом повайфаить!,2,22,0
"Многие не верят во вред, даже перед очевидными фактами. Нас дурят пользой вакцин.",1,32,0
"user, конституция разрешила. Или ты должен спрашивать изволение у царя,чтоб поругать его? Митинги и шествия - право граждан. И объявления о них носят УВЕДОМИТЕЛЬНЫЙ характер, а не как прошение о разрешении. Но власти нашей воровской плевать на права граждан и конституцию. Ей она нужна только для обнуления",2,33,0
"Ага убежало... слок али и довольны, как ни в чём ни бывало",1,50,0
Хддд догадливая ты у меня Танюх)) но по вам я скучаю вообще всегда...мы же редко гуляем вместе((,1,19,0
"Заткнись фейк,сваю фотку выкинь,скажи что ты из себя представляешь,после этого можно поговарить, а пока кусай дулю!!!!",1,16,0
"С праздником, дорогие Настя и Толя! Это большая и редкая удача, что вы нашли друг друга, будьте счастливы!!!",2,44,0
"Артур, и у телецентра могилы не их. Тяжело вам жить с такими знаниями и завистью. Шли бы лучше Рождество праздновать.",2,50,1
"Ерлан, помню я. А по чувствам измена, страх нового, а вдруг я всё- таки другой, не всплыву, заболею, или под лёд уйду и всякая другая ху...й. Но вы рядом и в последний момент я уже не боюсь.. А мыслями я так же не могу управлять, но могу посмеяться над ними)))",2,33,0
"user, он в финале на кубок мира выиграл у Теофила Стивенсона.",2,50,0
А можно подробней про зомби роботов в ноябре... Просто там днюха...,2,29,0
"не я все это начала,не добавил бы эту цитату нечего бы не было",1,18,0
"Это правда потрясный фильм, но смотреть второй раз не хочу потому в первый раз были сильные эмоции , и не хочу их менять)))действительно в этом мире любовь очень сильная энергия ❤️",1,31,0
">мир без границ, государств, наций А ЕСЛИ БЫ ЫСЫСЫСЕР НЕ РАЗВАЛИЛИ ТО МЫ БЫ УЖИ ВИНЕРУ КАЛАНИЗАРАВАЛИ!!!!!!!1111",2,28,1
"user, ну куда мне до тебя-то, чув! Кароч, я жду, когда ты меня на Нюрнберг вызовешь, чтобы покарать.",2,26,1
"Елена, а мне всё же выгоднее самой убраться, так как мой час работы стоит дешевле",1,35,0
да мы просто других пожалели - как бы они после нас смотрелись хд,2,23,0
"user, зато пустуют перехватывающие парковки на ветеранов и народного ополчения, газоны не должны страдать от отсутствия парковок",2,43,0
"user, аха)) умная какая.. это ты ща всех ко мне позвала??",1,22,1
"Крутотень, у меня как то отряд из 10 рыцарей империи 1+ сейв с копьями чаржил отряд скелетов во фланг, при чарже проехал через ограду и один из рыцарей насмерть разбился об забор, воткнулись они в скелетов и простояли там 4 хода.. Герои мать их империи.. Пушка взорвалась на втором ходу, а гребанные 20 мушкетеров не попали ни разу за два хода",2,35,0
"Если с этой куклы смыть всю ее штукатурку, то останется белобрысая бледная мышь. На такое только олухи и слепые люди ведутся. Лен, знай, - ты в выигрыше)",1,20,0
"В детстве мы писали что-то похожее...Только содержание было другое...Наивное...Я скептик в таких делах,так что обращение не по адресу (((",1,45,0
"user, вообщем в личку я тебе свой адрес отправил,чтобы ты не напрягался в поиске.Здесь его удалю.",2,27,0
"user, а Германия? Они убивали геев, а теперь в авангарде. Это постепенная работа. Нет, не против России напрямую. В том числе.",2,28,0
"Под этим флагом сегодня убивают мой народ.Если это пиар,то это даже еще хуже,ибо выходит беспринципность на крови и страданиях людей.Попытка заработать на этом.Поступок мрази.",2,27,0
"user, ну дык я ж её углем активированным кормила весь день перед родами ‍♀️‍♀️ думала что она отравилась и потому ходит поскуливает... Вот уголек у нас и народился",1,47,0
"user, ага. я и так знаю что пора к психотерапевту сходить. спасибо",1,36,0
"Это было Хороший B2B - это всегда шоу! Это просто другой формат работы диджеев. Любое шоу не подразумевает подстройку под настроение публики, т.к. шоу само диктует настроение.",2,31,0
Век Криминалистики Юргена Торвальда. А вот из художки в последнее время только рассказы Аллана По и Лавкрафта. Чёт давно за книги не бралась,1,22,0
"Правильные слова лучше качественно отработать 2 заявки, чем забросать информаций 30 и забыть",1,22,0
"В Белой Холунице эту проблему решили совсем кардинально ! Убрали баки. Теперь все кому лень ехать на свалку вывозят в лес. Куда не ступишь везде кучи мусора. В любой канаве на каждом метре. Я как то по грибы ездила , только расстроилась. Где бы в лес не зашли везде ......",1,28,1
А еще плойки новые вышли и айфоны. Ждем новых предложений на e-bay,2,38,0
"user, с украиной говоришь хорошо? да? у вас уже зарплаты европейские? а пенсии тоже? и медицина и образование бесплатное? и мир у вас? да?, и на донбассе не гибнет мирное население? и не убивают людей за иные политические взгляды? и коррупцию победили? ну прям молодцы. А что такое полицейский режим россии, просвети, а то я не в курсе",1,29,1
Я просто посмотрела) о любви) интересно))) только я совсем понятно слова которые они поют))),1,20,0
"user, ну вот, и повыпендриваться нельзя уже. а теперь по полочкам. в лайтруме может и можно, но он слишком грубо работает, а в фотошопе всёже как то помягче все инструменты, потому и проще. в общем, с началом работы в фотошопе, я сделала для себя вывод : в ЛР хорошо корректировать общие света, а ретушь в ФШ. вот.",1,22,0
"user, это я и есть! Я же в год Хрюнделя родился, потому что Китайский новый год начинается 5 февраля.",2,35,0
"user, Здравствуйте, а модели Вам нужны? Если да, то какие условия?",1,40,0
"Натуль, поздравляю Мотюшку С прошедшим Днём Рождения! Желаю крепкого здоровья, счастья и всего самого доброго!!!",2,26,0
"user, его никто и не выпускает. Найти до сих пор не можем просто.",1,38,0
"user, вы говорите собака из соседнего подьезда, так участковый вам в помощъ ,обращайтесь пускай хозяина привлекают!!!!",2,33,0
"user, да Вы статью то прочтите хорошенько!Паренек то с ""сложной"" судьбой)))))5 судимостей!)))",2,31,1
"отличный курорт получится, кого начнут вешать первыми? евреев или украинцев? будем ли собирать толпу на новый аттракцион?",2,33,1
"не,написано, что ничего не использует и результат 3х часовых тренировок по два раза в день. Этот тип попал в книгу рекордов гинеса",1,20,0
"Шутки дебильные, фу... Но что можно ждать от чувака женившегося когда то на Бузовой, логика интеллект зашкаливает",1,48,1
"Данила, хорошо, я поняла, что жена твоего брата -целеустремленная особа, а мои девочки-никчемные глупые создания",1,24,1
"ну крутой, че) в эту субботу только он один и играл из команды, нам так показалось) заслужил)",1,25,0
"Неадекват или унылый? Я прямо разрываюсь, какое мнение о тебе лучше...Я пожалуй выберу третий вариант.",2,26,0
"user, данные с ящиков расшифровываются за неделю максимум.Обнародованы они не были потому что сбила не Россия и не ополчение.Было бы иначе так обвинение с печатью уже давно было бы в международном суде.",2,27,0
"Денис, а мне с ручкой от двери понравилась - очень смешно!",2,37,0
Так это меня менты не просто палками пиздили!!! Это они меня от целлюлита лечили!!!!!,2,29,1
"Мы в поликлинику на машзаводе ходили без направления, даже вроде бы без талона попали.",1,22,0
"ладно... я безграмотное быдло, да простит меня бог!.. или в кого там быдло верит",2,24,1
"Супер ! Что пожелать ? Любви ,новых стихов и песен ! Вы для меня один из лучших певцов на сегодня ! Браво !",1,73,0
"user, Г ты, это slander, мы его хотели тебе с Саньком показать когда ты еще была в России... Вот от этой игры можно спокойно сердечный приступ получить (если есть осложнения) в принципе были и просто случаи шока... вот такие дела",2,18,0
"комменты в массе своей просто феерические, про новый дивный мир и царство божие на земле",2,31,0
"Юля Афзалова, та же ситуация была год назад с Дом.ру... принципиально не заплатила 300р. насчитали после того, как заочно расторгла договор, запись за пол месяца, чтоб потом стоять в очереди, ругачки, писала жалобу... Вроде счета не приходят... Но остался осадок, отвратительная компания)))",1,31,0
Сидеть в степи.... возле костра... слушать эту музыку и расслабляться.... Обожаю смотреть на костер...,1,50,0
"А все губернаторы и сам путин, очень удивлены, что в России ещё есть население и осмеливыаются качать свои права.",2,64,0
"user, пока только в Симферополе, но был опыт выездных занятий в соседние города - Алушту, Бахчисарай и т.д.",1,43,0
"Загир не поддавайся , все у тебя хорошо , и будет хорошо , пусть злопыхатели попробуют сыграть на каком нибудь инструменте , кроме курая , на которых играешь ты , я на твоем концерте смотрел и слушал как ТЫ играешь , а люди видят то что хотят видеть , так и получилось все смотрели только на танцовщиц . Успехов тебе !!!",2,68,0
"Николай, страной должны руководить такие как Вы. Дай вам Бог здоровья и терпения в вашей борьбе! А мы поддержим, чем сможем",2,30,0
"Под впечатлением от ""Тихого Дона"". Там звучал романс ""Не для меня"". Лучшее исполнение у Виктора Сорокина и ККХ",1,48,0
"user, эта помощь от коммерческих организаций (торговых сетей), у нас трудно такую помощь оказывать через гос структуры (сложная логистика), только в рамках мчс, а это адресно по всему городу не сделать , приглашаю стать волонтером фонда !",2,43,0
"Пиздец как весело было, а вот сейчас не шибко, чтобы уж весело",1,27,0
"Инна, жду совместного отпуска) вместе на волнах попрыгать, вечером на лавочке под пальмой посчитать звезды или найти созвездия) трескать мороженное! Или устроить пикник где-нибудь)",1,36,0
"Ноутбук в кровать и жизнь прекрасна. А родители у меня, видимо, очень добрые, ну или просто невнимательные. В телефоне пишу только когда вдруг вижу что-то, что могла бы использовать в фанфике и это срочно нужно записать.",1,15,0
"user, то, что он про судейство так негативно высказался,то всё по делу оно такое и было,но меня поразила его не последованость.В игре Спартак- Ростов в моменте удаления Кудряшова, он сразу высказался,что там была желтая, а в игре Спартак-Рубин Глушаков попадает в ногу соперника,то там прямая красная.Ну и где было опасней? Чего-то он заговариваться стал.",2,63,1
"Забрать у олигархов все земли,что им принадлежат, и на этих землях строить фермы, колхозы, которые они уничтожили в 90-х и 2000-х.",2,32,0
"Конечно, Ухань можно было закрыть, Москву нельзя- святое.. ресурсы в регионах рассчитаны на местных жителей и тех не хватает .. недаром в Америке лечат своих, а наших в очередь",1,62,1
"user, но ведь он ничего плохого не сказал, если правильно интерпретировать его слова",2,24,0
Какой ужас у них дети по любому в них бомба или они террористы,1,19,1
"Замечательно! Люблю Осень, её золотое убранство. Берёзовая роща! Наш любимый Сясьстрой, всё про нас... Спасибо, Сергей!",1,67,0
Застрелите меня сразу - я в таком доме жить не буду! )))),1,46,0
"Не это какая то несправедливостьЯ значит все выходные опять работаю,а Андрей наш уж закусывает....",1,41,0
"То, что я творил в детстве, лучше унести с собой в могилу)))",2,30,0
"user, привет . Редко захожу в контакте в основном в одноклассниках бываю .Унас всё по старому сейчас мои мужчины дома . так что всё время какие - то дела . Занимаюсь внучкой это такое счастье , обожаю её . Твоя дочка как? Мама как ? Пиши хоть иногда .Всем знакомым привет.",1,54,0
"user, рада приветствовать на основной страничке) Вк банит за каждый чих в сторону, приходится придумывать обходные пути. Саму себя хвалить нужно обязательно, желаю отличного бизнеса",1,36,0
"user, а перерегистрацию в РХ начали? ее конечно тогда какие надежды на снижение...? все остальное пустая болтовня, даже самых высокопоставленных чинов. не исключая и ВОКа",2,71,0
Надюшенька спасибо тебе большое за прекрасные поздравления Спасибо тебе за супер классные фотки и за музыку которую я люблю как же здорово что мы знаем друг у друга что-то любимое ))),1,32,0
"user, Питер)... давно во мне.. - это на меня повлияла ЛЮБОВЬ))",2,51,0
Ему бы в боевиках про похищение играть). Он там эпичные побеги бы исполнял).,2,26,0
"user, у вас тепло..... Красиво очень.... А у нас Зима....настоящая ..",1,65,0
"Поздравляем Егора с днём рождения! В эти четыре, дорогой малыш, хочется пожелать тебе сказочной жизни, яркого детства и море радостных мгновений! Пускай все твои мечты сбываются в твой день рождения! Желаю тебе оставаться веселым парнишкой, чаще улыбаться и иметь только преданных друзей!",1,31,0
"Так там штраф 100р всего. Хотя скачаю, почитаю что там за отмаза )",2,25,0
"user, это когда ещё 2 успели открыть?) Уралаз у нас один на весь мир)",2,27,0
ахахах)) у меня сегодня целый день это слово в голове крутится)),1,21,0
"user, ничего страшного. Вы не зря писали. Все равно за эти летние дни почти все выветрилось. Но теперь все понял и вспомнил. Спасибо)",2,17,0
"По сути, это и есть пропаганда сепаратизма, и борьба тут жабы против гадюки... Но всё равно интересно.",2,20,0
"user, металлургов 7 да и на улице не сказать что холодно,просто ветер сильный. Не знаю что вы все замерзли чай - кофе горячий попейте",1,38,0
"user, да и фиг с музыкой, номера тож можно восстановить, а фотки-это да. обида.",1,24,0
